2025-12-18 01:08:59,367 | INFO | availability-service | [17ac912c-321a-4856-9548-30af14f455b8] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:09:09,428 | INFO | root | [b10d8840-a41d-4a95-99ef-ac9e2981a472] HEALTH CHECK: availability-service is healthy
2025-12-18 02:09:09,431 | INFO | availability-service | [b10d8840-a41d-4a95-99ef-ac9e2981a472] Request completed - Status=200, , Time taken=103.51 ms
2025-12-18 02:10:09,585 | INFO | availability-service | [18104156-4259-4e48-809a-c0cb9db243b0] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:10:09,629 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:10:09,630 | INFO | root | [18104156-4259-4e48-809a-c0cb9db243b0] HEALTH CHECK: availability-service is healthy
2025-12-18 02:10:09,631 | INFO | availability-service | [18104156-4259-4e48-809a-c0cb9db243b0] Request completed - Status=200, , Time taken=46.16 ms
2025-12-18 02:10:10,588 | INFO | availability-service | [89ec1ffd-60c2-442b-8d0a-e2b23a83dfbb] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:10:10,598 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:10:10,599 | INFO | root | [89ec1ffd-60c2-442b-8d0a-e2b23a83dfbb] HEALTH CHECK: availability-service is healthy
2025-12-18 02:10:10,599 | INFO | availability-service | [89ec1ffd-60c2-442b-8d0a-e2b23a83dfbb] Request completed - Status=200, , Time taken=10.29 ms
2025-12-18 02:11:09,820 | INFO | availability-service | [5a4d0310-c8af-4ef2-b4ea-a3e4b4ed8137] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:11:10,016 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:11:10,022 | INFO | root | [5a4d0310-c8af-4ef2-b4ea-a3e4b4ed8137] HEALTH CHECK: availability-service is healthy
2025-12-18 02:11:10,023 | INFO | availability-service | [5a4d0310-c8af-4ef2-b4ea-a3e4b4ed8137] Request completed - Status=200, , Time taken=204.62 ms
2025-12-18 02:11:40,793 | INFO | availability-service | [9b72811a-c1e0-4783-a20a-3bf8f5fa6da7] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:11:40,821 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:11:40,822 | INFO | root | [9b72811a-c1e0-4783-a20a-3bf8f5fa6da7] HEALTH CHECK: availability-service is healthy
2025-12-18 02:11:40,823 | INFO | availability-service | [9b72811a-c1e0-4783-a20a-3bf8f5fa6da7] Request completed - Status=200, , Time taken=29.91 ms
2025-12-18 02:12:10,199 | INFO | availability-service | [300d7260-83d5-4974-9e6c-55c201561491] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:12:10,254 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:12:10,255 | INFO | root | [300d7260-83d5-4974-9e6c-55c201561491] HEALTH CHECK: availability-service is healthy
2025-12-18 02:12:10,256 | INFO | availability-service | [300d7260-83d5-4974-9e6c-55c201561491] Request completed - Status=200, , Time taken=57.21 ms
2025-12-18 02:13:10,525 | INFO | availability-service | [0ae22371-0687-489b-9911-983dddbe7300] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:13:10,615 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:13:10,618 | INFO | root | [0ae22371-0687-489b-9911-983dddbe7300] HEALTH CHECK: availability-service is healthy
2025-12-18 02:13:10,620 | INFO | availability-service | [0ae22371-0687-489b-9911-983dddbe7300] Request completed - Status=200, , Time taken=96.09 ms
2025-12-18 02:13:11,053 | INFO | availability-service | [0161258c-2b1b-4836-b100-fd46abe6c600] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:13:11,071 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:13:11,072 | INFO | root | [0161258c-2b1b-4836-b100-fd46abe6c600] HEALTH CHECK: availability-service is healthy
2025-12-18 02:13:11,072 | INFO | availability-service | [0161258c-2b1b-4836-b100-fd46abe6c600] Request completed - Status=200, , Time taken=18.48 ms
2025-12-18 02:14:10,887 | INFO | availability-service | [f6f9f0b7-53d0-4fba-ace1-df240ed4d50e] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:14:10,997 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:14:11,000 | INFO | root | [f6f9f0b7-53d0-4fba-ace1-df240ed4d50e] HEALTH CHECK: availability-service is healthy
2025-12-18 02:14:11,001 | INFO | availability-service | [f6f9f0b7-53d0-4fba-ace1-df240ed4d50e] Request completed - Status=200, , Time taken=114.32 ms
2025-12-18 02:14:41,283 | INFO | availability-service | [b269fea9-9268-4f17-82a4-0a9451df6c7e] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:14:41,312 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:14:41,316 | INFO | root | [b269fea9-9268-4f17-82a4-0a9451df6c7e] HEALTH CHECK: availability-service is healthy
2025-12-18 02:14:41,317 | INFO | availability-service | [b269fea9-9268-4f17-82a4-0a9451df6c7e] Request completed - Status=200, , Time taken=34.00 ms
2025-12-18 02:15:11,120 | INFO | availability-service | [ee44bd68-7d7e-4a6e-8c7c-c8c076b1f58a] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:15:11,163 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:15:11,163 | INFO | root | [ee44bd68-7d7e-4a6e-8c7c-c8c076b1f58a] HEALTH CHECK: availability-service is healthy
2025-12-18 02:15:11,164 | INFO | availability-service | [ee44bd68-7d7e-4a6e-8c7c-c8c076b1f58a] Request completed - Status=200, , Time taken=43.76 ms
2025-12-18 02:16:11,283 | INFO | availability-service | [730f72ed-16b9-4a2c-9e92-d7b03f96d0e1] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:16:11,310 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:16:11,311 | INFO | root | [730f72ed-16b9-4a2c-9e92-d7b03f96d0e1] HEALTH CHECK: availability-service is healthy
2025-12-18 02:16:11,312 | INFO | availability-service | [730f72ed-16b9-4a2c-9e92-d7b03f96d0e1] Request completed - Status=200, , Time taken=28.83 ms
2025-12-18 02:16:11,406 | INFO | availability-service | [4d877b03-a79d-4cc1-85b6-3cb7de66580d] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:16:11,415 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:16:11,416 | INFO | root | [4d877b03-a79d-4cc1-85b6-3cb7de66580d] HEALTH CHECK: availability-service is healthy
2025-12-18 02:16:11,416 | INFO | availability-service | [4d877b03-a79d-4cc1-85b6-3cb7de66580d] Request completed - Status=200, , Time taken=9.44 ms
2025-12-18 02:17:11,453 | INFO | availability-service | [b55fe97b-c893-491a-895f-2e9dc516907a] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:17:11,494 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:17:11,494 | INFO | root | [b55fe97b-c893-491a-895f-2e9dc516907a] HEALTH CHECK: availability-service is healthy
2025-12-18 02:17:11,495 | INFO | availability-service | [b55fe97b-c893-491a-895f-2e9dc516907a] Request completed - Status=200, , Time taken=41.51 ms
2025-12-18 02:17:41,573 | INFO | availability-service | [03fae59b-0116-4d47-b418-274bdd0ea3f6] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:17:41,614 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:17:41,614 | INFO | root | [03fae59b-0116-4d47-b418-274bdd0ea3f6] HEALTH CHECK: availability-service is healthy
2025-12-18 02:17:41,615 | INFO | availability-service | [03fae59b-0116-4d47-b418-274bdd0ea3f6] Request completed - Status=200, , Time taken=41.96 ms
2025-12-18 02:18:11,629 | INFO | availability-service | [be04fb13-54cc-402e-928b-1daa2a960560] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:18:11,678 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:18:11,680 | INFO | root | [be04fb13-54cc-402e-928b-1daa2a960560] HEALTH CHECK: availability-service is healthy
2025-12-18 02:18:11,681 | INFO | availability-service | [be04fb13-54cc-402e-928b-1daa2a960560] Request completed - Status=200, , Time taken=51.75 ms
2025-12-18 02:19:11,760 | INFO | availability-service | [83c50fd1-eebd-4c49-9e6a-3887afb1330f] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:19:11,801 | INFO | availability-service | [dacdcca5-8da9-4ab6-a86f-6baed621522e] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:19:11,812 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:19:11,814 | INFO | root | [83c50fd1-eebd-4c49-9e6a-3887afb1330f] HEALTH CHECK: availability-service is healthy
2025-12-18 02:19:11,818 | INFO | availability-service | [83c50fd1-eebd-4c49-9e6a-3887afb1330f] Request completed - Status=200, , Time taken=58.17 ms
2025-12-18 02:19:11,821 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:19:11,823 | INFO | root | [dacdcca5-8da9-4ab6-a86f-6baed621522e] HEALTH CHECK: availability-service is healthy
2025-12-18 02:19:11,824 | INFO | availability-service | [dacdcca5-8da9-4ab6-a86f-6baed621522e] Request completed - Status=200, , Time taken=23.04 ms
2025-12-18 02:20:11,954 | INFO | availability-service | [645eccca-c7d9-4f38-84e6-1cb7c9995d95] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:20:11,997 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:20:12,000 | INFO | root | [645eccca-c7d9-4f38-84e6-1cb7c9995d95] HEALTH CHECK: availability-service is healthy
2025-12-18 02:20:12,001 | INFO | availability-service | [645eccca-c7d9-4f38-84e6-1cb7c9995d95] Request completed - Status=200, , Time taken=46.52 ms
2025-12-18 02:20:42,079 | INFO | availability-service | [9ad96af2-7366-4216-b337-88ef555b406f] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:20:42,131 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:20:42,132 | INFO | root | [9ad96af2-7366-4216-b337-88ef555b406f] HEALTH CHECK: availability-service is healthy
2025-12-18 02:20:42,132 | INFO | availability-service | [9ad96af2-7366-4216-b337-88ef555b406f] Request completed - Status=200, , Time taken=54.08 ms
2025-12-18 02:21:12,116 | INFO | availability-service | [945aa2c8-f5d9-4bdf-9cd8-fbc009ed8952] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:21:12,150 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:21:12,151 | INFO | root | [945aa2c8-f5d9-4bdf-9cd8-fbc009ed8952] HEALTH CHECK: availability-service is healthy
2025-12-18 02:21:12,152 | INFO | availability-service | [945aa2c8-f5d9-4bdf-9cd8-fbc009ed8952] Request completed - Status=200, , Time taken=36.45 ms
2025-12-18 02:22:12,227 | INFO | availability-service | [d2689e80-a3bb-4bd0-8db8-fe60aaa65468] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:22:12,249 | INFO | availability-service | [1fb20da5-7a49-4801-857b-c5ee07bf816d] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:22:12,256 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:22:12,259 | INFO | root | [d2689e80-a3bb-4bd0-8db8-fe60aaa65468] HEALTH CHECK: availability-service is healthy
2025-12-18 02:22:12,259 | INFO | availability-service | [d2689e80-a3bb-4bd0-8db8-fe60aaa65468] Request completed - Status=200, , Time taken=32.38 ms
2025-12-18 02:22:12,263 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:22:12,264 | INFO | root | [1fb20da5-7a49-4801-857b-c5ee07bf816d] HEALTH CHECK: availability-service is healthy
2025-12-18 02:22:12,264 | INFO | availability-service | [1fb20da5-7a49-4801-857b-c5ee07bf816d] Request completed - Status=200, , Time taken=14.81 ms
2025-12-18 02:23:12,340 | INFO | availability-service | [6388575d-6cac-4beb-9c2c-b5f07688fd0d] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:23:12,361 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:23:12,362 | INFO | root | [6388575d-6cac-4beb-9c2c-b5f07688fd0d] HEALTH CHECK: availability-service is healthy
2025-12-18 02:23:12,362 | INFO | availability-service | [6388575d-6cac-4beb-9c2c-b5f07688fd0d] Request completed - Status=200, , Time taken=22.91 ms
2025-12-18 02:23:42,411 | INFO | availability-service | [8d6e2f1d-30a2-4998-a353-3af9c9ceb694] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:23:42,444 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:23:42,445 | INFO | root | [8d6e2f1d-30a2-4998-a353-3af9c9ceb694] HEALTH CHECK: availability-service is healthy
2025-12-18 02:23:42,446 | INFO | availability-service | [8d6e2f1d-30a2-4998-a353-3af9c9ceb694] Request completed - Status=200, , Time taken=35.03 ms
2025-12-18 02:24:12,508 | INFO | availability-service | [a70faeca-4f84-478d-bb13-ea89384f2fe1] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:24:12,572 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:24:12,575 | INFO | root | [a70faeca-4f84-478d-bb13-ea89384f2fe1] HEALTH CHECK: availability-service is healthy
2025-12-18 02:24:12,576 | INFO | availability-service | [a70faeca-4f84-478d-bb13-ea89384f2fe1] Request completed - Status=200, , Time taken=68.32 ms
2025-12-18 02:25:12,590 | INFO | availability-service | [e935a29f-7872-4dd6-9dd6-96b64b5b1fd1] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:25:12,648 | INFO | availability-service | [64aa0e3a-e537-4f33-b615-ca3d4e06b134] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:25:12,660 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:25:12,661 | INFO | root | [e935a29f-7872-4dd6-9dd6-96b64b5b1fd1] HEALTH CHECK: availability-service is healthy
2025-12-18 02:25:12,662 | INFO | availability-service | [e935a29f-7872-4dd6-9dd6-96b64b5b1fd1] Request completed - Status=200, , Time taken=71.97 ms
2025-12-18 02:25:12,668 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:25:12,669 | INFO | root | [64aa0e3a-e537-4f33-b615-ca3d4e06b134] HEALTH CHECK: availability-service is healthy
2025-12-18 02:25:12,669 | INFO | availability-service | [64aa0e3a-e537-4f33-b615-ca3d4e06b134] Request completed - Status=200, , Time taken=21.54 ms
2025-12-18 02:26:12,801 | INFO | availability-service | [6cdaeb1a-8ec9-4c0b-81b1-0e23e23a83ee] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:26:12,839 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:26:12,840 | INFO | root | [6cdaeb1a-8ec9-4c0b-81b1-0e23e23a83ee] HEALTH CHECK: availability-service is healthy
2025-12-18 02:26:12,841 | INFO | availability-service | [6cdaeb1a-8ec9-4c0b-81b1-0e23e23a83ee] Request completed - Status=200, , Time taken=40.16 ms
2025-12-18 02:26:42,850 | INFO | availability-service | [44a2602f-884f-47b5-9dd6-db35b7978fd8] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:26:42,867 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:26:42,867 | INFO | root | [44a2602f-884f-47b5-9dd6-db35b7978fd8] HEALTH CHECK: availability-service is healthy
2025-12-18 02:26:42,868 | INFO | availability-service | [44a2602f-884f-47b5-9dd6-db35b7978fd8] Request completed - Status=200, , Time taken=17.64 ms
2025-12-18 02:27:12,986 | INFO | availability-service | [c4fdf6d5-edba-451a-aa7d-939ca7f1408b] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:27:13,064 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:27:13,066 | INFO | root | [c4fdf6d5-edba-451a-aa7d-939ca7f1408b] HEALTH CHECK: availability-service is healthy
2025-12-18 02:27:13,067 | INFO | availability-service | [c4fdf6d5-edba-451a-aa7d-939ca7f1408b] Request completed - Status=200, , Time taken=80.47 ms
2025-12-18 02:28:13,058 | INFO | availability-service | [c068616e-9bb8-4302-a08e-645ff9cad504] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:28:13,109 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:28:13,112 | INFO | root | [c068616e-9bb8-4302-a08e-645ff9cad504] HEALTH CHECK: availability-service is healthy
2025-12-18 02:28:13,114 | INFO | availability-service | [c068616e-9bb8-4302-a08e-645ff9cad504] Request completed - Status=200, , Time taken=56.36 ms
2025-12-18 02:28:13,162 | INFO | availability-service | [ee5b05a4-9587-42c8-b074-80f1b304435e] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:28:13,173 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:28:13,173 | INFO | root | [ee5b05a4-9587-42c8-b074-80f1b304435e] HEALTH CHECK: availability-service is healthy
2025-12-18 02:28:13,174 | INFO | availability-service | [ee5b05a4-9587-42c8-b074-80f1b304435e] Request completed - Status=200, , Time taken=12.55 ms
2025-12-18 02:29:13,420 | INFO | availability-service | [d0770056-e8b0-4ceb-a2c6-d54fc6fb655d] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:29:13,536 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:29:13,539 | INFO | root | [d0770056-e8b0-4ceb-a2c6-d54fc6fb655d] HEALTH CHECK: availability-service is healthy
2025-12-18 02:29:13,542 | INFO | availability-service | [d0770056-e8b0-4ceb-a2c6-d54fc6fb655d] Request completed - Status=200, , Time taken=123.27 ms
2025-12-18 02:29:43,382 | INFO | availability-service | [b89110d9-759d-4a8c-b0e5-6a1bdb1a06ec] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:29:43,424 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:29:43,425 | INFO | root | [b89110d9-759d-4a8c-b0e5-6a1bdb1a06ec] HEALTH CHECK: availability-service is healthy
2025-12-18 02:29:43,425 | INFO | availability-service | [b89110d9-759d-4a8c-b0e5-6a1bdb1a06ec] Request completed - Status=200, , Time taken=43.07 ms
2025-12-18 02:30:13,651 | INFO | availability-service | [81504ae0-ea70-4f16-87f5-662ea7f7cbc0] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:30:13,673 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:30:13,674 | INFO | root | [81504ae0-ea70-4f16-87f5-662ea7f7cbc0] HEALTH CHECK: availability-service is healthy
2025-12-18 02:30:13,674 | INFO | availability-service | [81504ae0-ea70-4f16-87f5-662ea7f7cbc0] Request completed - Status=200, , Time taken=23.11 ms
2025-12-18 02:31:13,584 | INFO | availability-service | [bbe4f54e-fbcc-49ee-b642-4dd3443f94f6] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:31:13,623 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:31:13,624 | INFO | root | [bbe4f54e-fbcc-49ee-b642-4dd3443f94f6] HEALTH CHECK: availability-service is healthy
2025-12-18 02:31:13,624 | INFO | availability-service | [bbe4f54e-fbcc-49ee-b642-4dd3443f94f6] Request completed - Status=200, , Time taken=40.53 ms
2025-12-18 02:31:13,737 | INFO | availability-service | [56b55fe5-6eef-46c4-8a1a-12089237ce64] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:31:13,746 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:31:13,746 | INFO | root | [56b55fe5-6eef-46c4-8a1a-12089237ce64] HEALTH CHECK: availability-service is healthy
2025-12-18 02:31:13,747 | INFO | availability-service | [56b55fe5-6eef-46c4-8a1a-12089237ce64] Request completed - Status=200, , Time taken=9.72 ms
2025-12-18 02:32:13,841 | INFO | availability-service | [4535cfe9-d04f-45be-8690-c7d98bd9a150] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:32:13,884 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:32:13,884 | INFO | root | [4535cfe9-d04f-45be-8690-c7d98bd9a150] HEALTH CHECK: availability-service is healthy
2025-12-18 02:32:13,885 | INFO | availability-service | [4535cfe9-d04f-45be-8690-c7d98bd9a150] Request completed - Status=200, , Time taken=44.46 ms
2025-12-18 02:32:43,751 | INFO | availability-service | [103d69b5-a23e-43ce-a87a-9971188ec131] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:32:43,771 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:32:43,772 | INFO | root | [103d69b5-a23e-43ce-a87a-9971188ec131] HEALTH CHECK: availability-service is healthy
2025-12-18 02:32:43,772 | INFO | availability-service | [103d69b5-a23e-43ce-a87a-9971188ec131] Request completed - Status=200, , Time taken=20.78 ms
2025-12-18 02:33:13,971 | INFO | availability-service | [5e9dfc30-1d35-4be4-b59f-cca39cbd68c2] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:33:14,011 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:33:14,012 | INFO | root | [5e9dfc30-1d35-4be4-b59f-cca39cbd68c2] HEALTH CHECK: availability-service is healthy
2025-12-18 02:33:14,013 | INFO | availability-service | [5e9dfc30-1d35-4be4-b59f-cca39cbd68c2] Request completed - Status=200, , Time taken=42.02 ms
2025-12-18 02:34:13,890 | INFO | availability-service | [a51fa5a5-a2ac-4dd2-befd-a8d17ea2f3a3] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:34:13,913 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:34:13,913 | INFO | root | [a51fa5a5-a2ac-4dd2-befd-a8d17ea2f3a3] HEALTH CHECK: availability-service is healthy
2025-12-18 02:34:13,914 | INFO | availability-service | [a51fa5a5-a2ac-4dd2-befd-a8d17ea2f3a3] Request completed - Status=200, , Time taken=23.94 ms
2025-12-18 02:34:14,080 | INFO | availability-service | [0f0bac68-2041-41da-ad8c-7a3170b0afdd] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:34:14,094 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:34:14,095 | INFO | root | [0f0bac68-2041-41da-ad8c-7a3170b0afdd] HEALTH CHECK: availability-service is healthy
2025-12-18 02:34:14,095 | INFO | availability-service | [0f0bac68-2041-41da-ad8c-7a3170b0afdd] Request completed - Status=200, , Time taken=15.03 ms
2025-12-18 02:35:14,186 | INFO | availability-service | [010a19e1-95b1-4b3e-ac01-d161952024b4] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:35:14,215 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:35:14,215 | INFO | root | [010a19e1-95b1-4b3e-ac01-d161952024b4] HEALTH CHECK: availability-service is healthy
2025-12-18 02:35:14,216 | INFO | availability-service | [010a19e1-95b1-4b3e-ac01-d161952024b4] Request completed - Status=200, , Time taken=29.63 ms
2025-12-18 02:35:44,074 | INFO | availability-service | [aa470eeb-a012-4be0-aca1-d15e47e2bab7] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:35:44,110 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:35:44,111 | INFO | root | [aa470eeb-a012-4be0-aca1-d15e47e2bab7] HEALTH CHECK: availability-service is healthy
2025-12-18 02:35:44,111 | INFO | availability-service | [aa470eeb-a012-4be0-aca1-d15e47e2bab7] Request completed - Status=200, , Time taken=37.49 ms
2025-12-18 02:36:14,301 | INFO | availability-service | [f0dcdab0-fa74-4766-9b5e-67a0c30e38d0] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:36:14,333 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:36:14,334 | INFO | root | [f0dcdab0-fa74-4766-9b5e-67a0c30e38d0] HEALTH CHECK: availability-service is healthy
2025-12-18 02:36:14,334 | INFO | availability-service | [f0dcdab0-fa74-4766-9b5e-67a0c30e38d0] Request completed - Status=200, , Time taken=33.48 ms
2025-12-18 02:37:14,232 | INFO | availability-service | [db1d7ec6-c318-40e5-b3a5-ad5c72c427b5] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:37:14,258 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:37:14,259 | INFO | root | [db1d7ec6-c318-40e5-b3a5-ad5c72c427b5] HEALTH CHECK: availability-service is healthy
2025-12-18 02:37:14,259 | INFO | availability-service | [db1d7ec6-c318-40e5-b3a5-ad5c72c427b5] Request completed - Status=200, , Time taken=27.97 ms
2025-12-18 02:37:14,401 | INFO | availability-service | [9d6d575f-b52d-4d47-9bfa-18143f20a779] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:37:14,414 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:37:14,415 | INFO | root | [9d6d575f-b52d-4d47-9bfa-18143f20a779] HEALTH CHECK: availability-service is healthy
2025-12-18 02:37:14,415 | INFO | availability-service | [9d6d575f-b52d-4d47-9bfa-18143f20a779] Request completed - Status=200, , Time taken=14.22 ms
2025-12-18 02:38:14,575 | INFO | availability-service | [014512cd-781e-431b-9f28-482558b57353] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:38:14,618 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:38:14,619 | INFO | root | [014512cd-781e-431b-9f28-482558b57353] HEALTH CHECK: availability-service is healthy
2025-12-18 02:38:14,619 | INFO | availability-service | [014512cd-781e-431b-9f28-482558b57353] Request completed - Status=200, , Time taken=44.70 ms
2025-12-18 02:38:44,405 | INFO | availability-service | [582db219-e86a-469b-96af-9f5b4c740914] Request started - Method=GET Path=/availabilities/health
2025-12-18 02:38:44,440 | INFO | httpx | HTTP Request: GET http://user-service:8000/health "HTTP/1.1 200 OK"
2025-12-18 02:38:44,441 | INFO | root | [582db219-e86a-469b-96af-9f5b4c740914] HEALTH CHECK: availability-service is healthy
2025-12-18 02:38:44,441 | INFO | availability-service | [582db219-e86a-469b-96af-9f5b4c740914] Request completed - Status=200, , Time taken=36.49 ms
2025-12-18 02:39:14,752 | INFO | availability-service | [bc706b4f-5d26-42e9-b332-8c73bd5734e7] Request started - Method=GET Path=/availabilities/health
